Knygos pavadinimas,Autorius,Kaina €,Reitingas,Įvertinimų skaičius,Žanras
Selections from the Notebooks Of Edward Bond,Edward Bond,92.09,4,0, Poezija/Drama/Ese
Sex with Strangers,Laura Eason,17.89,4,0, Poezija/Drama/Ese
Behind Every Good Woman,E. N. Joy,1.59,4,0, Poezija/Drama/Ese
poor tense: long con verse,Greg Santos,6.39,4,0, Poezija/Drama/Ese
The Charge of the Goddess - The Poetry of Doreen Valiente,Doreen Valiente,16.69,4,0, Poezija/Drama/Ese
"Too Black, Too Strong",Benjamin Zephaniah,12.39,4,0, Poezija/Drama/Ese
"Come, Thief",Jane Hirshfield,14.39,4,0, Poezija/Drama/Ese
The Tempest,William Shakespeare,0.59,4,0, Poezija/Drama/Ese
She Stoops to Conquer,Oliver Goldsmith,0.59,4,0, Poezija/Drama/Ese
Prelude to Bruise,Saeed Jones,22.89,4,0, Poezija/Drama/Ese
Europe in Sepia,Dubravka Ugresic,14.39,4,0, Poezija/Drama/Ese
A Lover's Complaint,William Shakespeare,0.59,3,0, Poezija/Drama/Ese
Manfred,Lord George Gordon...,0.59,4,0, Poezija/Drama/Ese
A Way of Being Free,Ben Okri,8.99,4,0, Poezija/Drama/Ese
Outside Mullingar (TCG Edition),John Patrick Shanley,22.89,4,0, Poezija/Drama/Ese
Duino Elegies,Rainer Maria Rilke,16.99,4,0, Poezija/Drama/Ese
Black Zodiac,Charles Wright,14.39,4,0, Poezija/Drama/Ese
Once in the West,Christian Wiman,14.99,4,0, Poezija/Drama/Ese
Romeo and Juliet,William Shakespeare,1.89,4,0, Poezija/Drama/Ese
The Merry Wives of Windsor,William Shakespeare,1.29,4,0, Poezija/Drama/Ese
Antony and Cleopatra,William Shakespeare,4.59,4,0, Poezija/Drama/Ese
Measure for Measure,William Shakespeare,4.59,4,0, Poezija/Drama/Ese
The Poems of Edgar Allan Poe,Edgar Allan Poe,2.59,4,0, Poezija/Drama/Ese
Riprap and Cold Mountain Poems,Gary Snyder,20.79,4,0, Poezija/Drama/Ese
The Prodigal,Derek Walcott,13.69,4,0, Poezija/Drama/Ese
Opened Ground,Seamus Heaney,21.59,4,0, Poezija/Drama/Ese
The Poetry of Rilke,Rainer Maria Rilke,26.09,4,0, Poezija/Drama/Ese
The Haw Lantern,Seamus Heaney,13.69,4,0, Poezija/Drama/Ese
The History Plays,William Shakespeare,14.39,4,0, Poezija/Drama/Ese
The Poetry of Derek Walcott 1948-2013,Derek Walcott,31.39,4,0, Poezija/Drama/Ese
Uncollected Poems,Rainer Maria Rilke,14.39,4,0, Poezija/Drama/Ese
"New Poems, 1907",Rainer Maria Rilke,13.69,4,0, Poezija/Drama/Ese
My Misspent Youth,Meghan Daum,17.59,4,0, Poezija/Drama/Ese
The Unspeakable,Meghan Daum,14.39,4,0, Poezija/Drama/Ese
The Invention of Love,Tom Stoppard,24.19,4,0, Poezija/Drama/Ese
The Deleted World,Tomas Transtromer,14.39,4,0, Poezija/Drama/Ese
Dream on Monkey Mountain and Other Plays,Derek Walcott,19.59,4,0, Poezija/Drama/Ese
Caribou,Charles Wright,14.39,4,0, Poezija/Drama/Ese
The Death of Adam,Marilynne Robinson,18.29,4,0, Poezija/Drama/Ese
Moy Sand and Gravel,Paul Muldoon,14.39,4,0, Poezija/Drama/Ese
Finders Keepers,Seamus Heaney,13.69,4,0, Poezija/Drama/Ese
Selected Poems,Derek Walcott,14.39,4,0, Poezija/Drama/Ese
Just As I Thought,Grace Paley,14.39,4,0, Poezija/Drama/Ese
If I Were Another,Mahmoud Darwish,14.39,4,0, Poezija/Drama/Ese
The Burial at Thebes,Sophocles,15.69,4,0, Poezija/Drama/Ese
Gilgamesh,David Ferry,15.69,4,0, Poezija/Drama/Ese
The Book of Images,Rainer Maria Rilke,18.89,4,0, Poezija/Drama/Ese
New Poems,Rainer Maria Rilke,14.39,4,0, Poezija/Drama/Ese
Negative Blue,Charles Wright,14.39,4,0, Poezija/Drama/Ese
The World of the Ten Thousand Things,Charles Wright,14.39,4,0, Poezija/Drama/Ese
Metaphysical Dog,Frank Bidart,14.39,4,0, Poezija/Drama/Ese
Electric Light,Seamus Heaney,14.39,4,0, Poezija/Drama/Ese
Horse Latitudes,Paul Muldoon,14.39,4,0, Poezija/Drama/Ese
Station Island,Seamus Heaney,13.69,4,0, Poezija/Drama/Ese
The Spirit Level,Seamus Heaney,14.39,4,0, Poezija/Drama/Ese
Sweeney Astray,Seamus Heaney,14.39,4,0, Poezija/Drama/Ese
Begin Again,Grace Paley,14.39,4,0, Poezija/Drama/Ese
Seeing Things,Seamus Heaney,13.69,4,0, Poezija/Drama/Ese
Eternal Enemies,Adam Zagajewski,14.39,4,0, Poezija/Drama/Ese
Repair,C. K. Williams,14.39,4,0, Poezija/Drama/Ese
Gulf Music,Robert Pinsky,14.39,4,0, Poezija/Drama/Ese
Sonnets to Orpheus,Rainer Maria Rilke,14.39,4,0, Poezija/Drama/Ese
Middle Earth,Henry Cole,14.39,4,0, Poezija/Drama/Ese
Speak Low,Carl Phillips,14.39,4,0, Poezija/Drama/Ese
Death of a Naturalist,Seamus Heaney,13.69,4,0, Poezija/Drama/Ese
North,Seamus Heaney,13.69,4,0, Poezija/Drama/Ese
Door into the Dark,Seamus Heaney,14.39,4,0, Poezija/Drama/Ese
77 Dream Songs,John Berryman,14.39,4,0, Poezija/Drama/Ese
Field Work,Seamus Heaney,13.69,4,0, Poezija/Drama/Ese
The Dream Songs,John Berryman,21.59,4,0, Poezija/Drama/Ese
"Poems, 1965-1975",Seamus Heaney,17.59,4,0, Poezija/Drama/Ese
Faithful and Virtuous Night,Louise Gluck,15.69,4,0, Poezija/Drama/Ese
Silverchest,Carl Phillips,14.99,4,0, Poezija/Drama/Ese
Averno,Louise Gluck,14.99,4,0, Poezija/Drama/Ese
Poems 1962-2012,Louise Gluck,23.49,4,0, Poezija/Drama/Ese
Dear Elizabeth: A Play in Letters from Elizabeth Bishop to Robert Lowell and Back Again,Sarah Ruhl,14.39,4,0, Poezija/Drama/Ese
Second Childhood,Fanny Howe,15.69,3,0, Poezija/Drama/Ese
100 Selected Poems,E. E. Cummings,21.59,4,0, Poezija/Drama/Ese
Sexual Perversity in Chicago and the Duck Variations,David Mamet,21.59,4,0, Poezija/Drama/Ese
American Buffalo,David Mamet,22.89,4,0, Poezija/Drama/Ese
Reunion and Dark Pony,David Mamet,11.79,3,0, Poezija/Drama/Ese
Goldberg Street,David Mamet,21.59,3,0, Poezija/Drama/Ese
Speed-the-Plow,David Mamet,21.59,4,0, Poezija/Drama/Ese
Glengarry Glen Ross,David Mamet,21.59,4,0, Poezija/Drama/Ese
Five Television Plays (David Mamet),David Mamet,18.29,3,0, Poezija/Drama/Ese
The Wherewithal: A Novel in Verse,Philip Schultz,22.89,4,0, Poezija/Drama/Ese
The Comedy of Errors,William Shakespeare,10.09,4,0, Poezija/Drama/Ese
Relations with the Natural World,Jonathan Towers,2.69,0,0, Poezija/Drama/Ese
A Street in Bronzeville,Nezinomas autorius,14.09,4,0, Poezija/Drama/Ese
The Goldilocks Zone,Kate Gale,17.39,4,0, Poezija/Drama/Ese
O'Keeffe,C. S. Merrill,17.39,4,0, Poezija/Drama/Ese
A Village Life,Louise Gluck,14.99,4,0, Poezija/Drama/Ese
Return to my Native Land,Aime Cesaire,23.49,4,0, Poezija/Drama/Ese
His Day Is Done,Maya Angelou,15.39,4,0, Poezija/Drama/Ese
Poe: Poems,Edgar Allan Poe,20.19,4,0, Poezija/Drama/Ese
"Bohemians, Bootleggers, Flappers, and Swells",Nezinomas autorius,10.09,4,0, Poezija/Drama/Ese
Motherland Fatherland Homelandsexuals,Patricia Lockwood,14.79,4,0, Poezija/Drama/Ese
The Oresteia,Aeschylus,24.19,4,0, Poezija/Drama/Ese
Millay: Poems,Edna St. Vincent M...,16.79,4,0, Poezija/Drama/Ese
Shelley: Poems,Percy Bysshe Shelley,20.19,4,0, Poezija/Drama/Ese
Whitman: Poems,Walt Whitman,7.99,4,0, Poezija/Drama/Ese
Rossetti: Poems,Christina Rossetti,20.19,4,0, Poezija/Drama/Ese
The War Against Cliche,Martin Amis,25.49,4,0, Poezija/Drama/Ese
The Cure at Troy,Seamus Heaney,14.99,4,0, Poezija/Drama/Ese
Sor Juana Inés de la Cruz: Selected Works,Juana Inés de la Cruz,18.89,4,0, Poezija/Drama/Ese
The Mountain Poems of Stonehouse,Stonehouse,21.59,5,0, Poezija/Drama/Ese
Every Riven Thing,Christian Wiman,13.69,4,0, Poezija/Drama/Ese
MFA vs NYC,Nezinomas autorius,14.39,4,0, Poezija/Drama/Ese
The Merchant of Venice,William Shakespeare,10.09,4,0, Poezija/Drama/Ese
Nothing More to Lose,Najwan Darwish,21.49,4,0, Poezija/Drama/Ese
Citizen,Claudia Rankine,18.89,4,0, Poezija/Drama/Ese
This Day,Wendell Berry,26.89,4,0, Poezija/Drama/Ese
I Am the Beggar of the World,Nezinomas autorius,13.69,4,0, Poezija/Drama/Ese
White Egrets,Derek Walcott,14.39,4,0, Poezija/Drama/Ese
Cat Town,Sakutaro Hagiwara,17.49,4,0, Poezija/Drama/Ese
The Wilderness: Poems,Sandra Lim,20.89,4,0, Poezija/Drama/Ese
Wordsworth: Poems,William Wordsworth,16.79,4,0, Poezija/Drama/Ese
Collected Poems,Mark Strand,24.89,4,0, Poezija/Drama/Ese
"Twilight: Los Angeles, 1992",Anna Deavere Smith,24.89,4,0, Poezija/Drama/Ese
Blue Horses,Mary Oliver,22.19,4,0, Poezija/Drama/Ese
3 Sections,Vijay Seshadri,15.69,4,0, Poezija/Drama/Ese
The Pride (NHB Modern Plays),Alexi Kaye Campbell,27.79,4,0, Poezija/Drama/Ese
The Iraqi Nights,Dunya Mikhail,22.89,4,0, Poezija/Drama/Ese
A Woman Without a Country: Poems,Eavan Boland,22.19,4,0, Poezija/Drama/Ese
On Being Blue,William H. Gass,23.49,4,0, Poezija/Drama/Ese
ROME: Poems,Dorothea Lasky,21.59,4,0, Poezija/Drama/Ese
The Empathy Exams,Leslie Jamison,18.29,4,0, Poezija/Drama/Ese
Classical Chinese Poetry,Nezinomas autorius,26.09,5,0, Poezija/Drama/Ese
The Duino Elegies & The Sonnets to Orpheus,Rainer Maria Rilke,21.49,4,0, Poezija/Drama/Ese
Keats: Poems,John Keats,7.99,4,0, Poezija/Drama/Ese
Stalking the Nightmare,Harlan Ellison,17.09,4,0, Poezija/Drama/Ese
Sappho,Nezinomas autorius,177.39,4,0, Poezija/Drama/Ese
Dream Work,Mary Oliver,24.79,4,0, Poezija/Drama/Ese
Jason and the Argonauts,Apollonius Of Rhodes,18.09,4,0, Poezija/Drama/Ese
Byron: Poems,G. Gordon Byron,20.19,4,0, Poezija/Drama/Ese
Blake: Poems,William Blake,13.39,4,0, Poezija/Drama/Ese
Gabriel,Edward Hirsch,7.99,4,0, Poezija/Drama/Ese
The Laramie Project and The Laramie Project: Ten Years Later,"Moises Kaufman, Le...",7.99,4,0, Poezija/Drama/Ese
"Singleton-McCullum, M: Words That Speaks to Me",Marian Singleton-M...,5.19,0,0, Poezija/Drama/Ese
"Mfalme, D: Ninang'atuka 2014",Dardanus Mfalme,5.19,0,0, Poezija/Drama/Ese
Tell Me,Kim Addonizio,14.39,4,0, Poezija/Drama/Ese
Book of My Nights,Li-Young Lee,14.39,4,0, Poezija/Drama/Ese
Fuel,Naomi Shihab Nye,13.69,4,0, Poezija/Drama/Ese
What We Carry,Dorianne Laux,14.39,4,0, Poezija/Drama/Ese
Mules of Love,Ellen Bass,14.39,4,0, Poezija/Drama/Ese
You and Yours,Naomi Shihab Nye,14.39,4,0, Poezija/Drama/Ese
Smoke,Dorianne Laux,14.39,4,0, Poezija/Drama/Ese
"Hood, S: Justice or Just Us . . . You Decide",Sasha Hood,5.19,0,0, Poezija/Drama/Ese
"Fleurant, E: Eyes of the Night",Eli Fleurant,5.19,0,0, Poezija/Drama/Ese
"Tate, H: Annie",Hazel M. Tate,5.19,5,0, Poezija/Drama/Ese
"Lange, T: George Washington's Boy",Ted Lange,5.19,0,0, Poezija/Drama/Ese
"Foresta, H: Lapd Chronicles",Hank Foresta,5.19,1,0, Poezija/Drama/Ese
"Cooper, C: Other Side of Christmas",C R Cooper,5.19,0,0, Poezija/Drama/Ese
"Balgobin, J: My Cloak of Colors",Jennifer Balgobin,5.19,0,0, Poezija/Drama/Ese
"Shell, K: Place Called Home",Kevin Shell,5.19,4,0, Poezija/Drama/Ese
Teahouse of the Almighty,Patricia Smith,22.89,4,0, Poezija/Drama/Ese
Shoulda Been Jimi Savannah,Patricia Smith,22.89,4,0, Poezija/Drama/Ese
"Struzik, M: Reflections",Marilyn Struzik,5.19,0,0, Poezija/Drama/Ese
"Barner, S: Naked: Poetic Expressions of Me",Shadawne Barner,5.19,5,0, Poezija/Drama/Ese
"Richardson, J: Black Poetry and Black Folk Narratives",James Oliver Richa...,5.19,0,0, Poezija/Drama/Ese
The Road,"Cormac McCarthy, J...",25.39,4,0, Poezija/Drama/Ese
The Road,"Cormac McCarthy, J...",25.39,4,0, Poezija/Drama/Ese
The Adding Machine,William S. Burroughs,21.59,4,0, Poezija/Drama/Ese
"Nimley, O: Water of the Brook",Olivia Bedell Nimley,5.19,0,0, Poezija/Drama/Ese
"Semple, S: When I See",Susan Semple,5.19,0,0, Poezija/Drama/Ese
"Potts II, H: Beautiful Beginnings: Genesis",Hugh G. Potts II,5.19,0,0, Poezija/Drama/Ese
"Greene, R: Wisdom in Poetry",Robert Greene,6.49,3,0, Poezija/Drama/Ese
"Testori, J: He Whispers to Me",Joan Testori,5.19,0,0, Poezija/Drama/Ese
The Roman Spring of Mrs. Stone (New Directions Bibelot),Tennessee Williams,21.59,4,0, Poezija/Drama/Ese
Cyrano de Bergerac,Edmond Rostand,10.39,4,0, Poezija/Drama/Ese
"Miller, K: K'anthology!",Kendreace! Miller,5.19,0,0, Poezija/Drama/Ese
"Bardhan, M: Catching the Waves",Monika Bardhan,10.39,0,0, Poezija/Drama/Ese
The Poetry Of Patrick Branwell Bronte,Patrick Branwell B...,3.49,4,0, Poezija/Drama/Ese
"Higley, R: Wounded Flower",Richard Higley,5.19,5,0, Poezija/Drama/Ese
"By the Way, Meet Vera Stark (TCG Edition)",Lynn Nottage,22.89,4,0, Poezija/Drama/Ese
Veniessa: Inspire Me,Veniessa,5.19,0,0, Poezija/Drama/Ese
"Rosset-McQueen, P: Pegasus",Patricia Rosset-Mc...,5.19,0,0, Poezija/Drama/Ese
The Poetry Of William Morris,William Morris,2.99,5,0, Poezija/Drama/Ese
The Poetry Of Edward Thomas,Edward Thomas,2.99,3,0, Poezija/Drama/Ese
Meaty,Samantha Irby,16.79,4,0, Poezija/Drama/Ese
"DeBard, D: Finding Him in the Secret Place",Donna Jean DeBard,5.19,0,0, Poezija/Drama/Ese
Arizona: Reason to Be,Arizona,5.19,0,0, Poezija/Drama/Ese
"Sciortino, J: Self Reflection",James M. Sciortino,5.19,0,0, Poezija/Drama/Ese
"Pandora, L: Into the Dark Abyss",Lillith Pandora,5.19,0,0, Poezija/Drama/Ese
"Jackson, C: Living Poems of My Life",Chris Jackson,5.19,1,0, Poezija/Drama/Ese
A Hunger,Lucie Brock-Broido,9.39,4,0, Poezija/Drama/Ese
The Book of Goodbyes,Jillian Weise,14.39,4,0, Poezija/Drama/Ese
"Gaffney, T: Thoughts Everyone Has but Nobody Says",Tyler Gaffney,5.19,0,0, Poezija/Drama/Ese
"Vallas, C: Through Painted Words",Coralia Vallas,5.19,0,0, Poezija/Drama/Ese
The Art of Blessing the Day,Marge Piercy,10.09,4,0, Poezija/Drama/Ese
Break the Glass,Jean Valentine,18.29,4,0, Poezija/Drama/Ese
The Gardener,Rabindranath Tagore,2.59,4,0, Poezija/Drama/Ese
Sophocles,Sophocles,151.59,4,0, Poezija/Drama/Ese
Steal Away,C. D. Wright,19.59,4,0, Poezija/Drama/Ese
Tempest,William Shakespeare,18.59,4,0, Poezija/Drama/Ese
Black Aperture,Matt Rasmussen,16.69,4,0, Poezija/Drama/Ese
Meeting the English,Kate Clanchy,15.19,3,0, Poezija/Drama/Ese
The Classic Horror Stories,H. P. Lovecraft,13.99,0,0, Poezija/Drama/Ese
The Classic Horror Stories,H. P. Lovecraft,13.99,0,0, Poezija/Drama/Ese
Forty-one False Starts,Janet Malcolm,13.69,4,0, Poezija/Drama/Ese
The End of the West,Michael Dickman,18.29,4,0, Poezija/Drama/Ese
Darkness Sticks to Everything,Tom Hennen,21.59,4,0, Poezija/Drama/Ese
Chewing Gum Dreams,Michaela Coel,21.59,4,0, Poezija/Drama/Ese
Elegy Owed,Bob Hicok,21.59,4,0, Poezija/Drama/Ese
As You Like It Thrift Study Edition,William Shakespeare,14.29,4,0, Poezija/Drama/Ese
Euripides' Medea,Nezinomas autorius,24.79,4,0, Poezija/Drama/Ese
Stray Birds,Rabindranath Tagore,2.59,4,0, Poezija/Drama/Ese
Book of Haikus,Jack Kerouac,16.09,4,0, Poezija/Drama/Ese
Burning Vision,Marie Clements,24.19,3,0, Poezija/Drama/Ese
Only Drunks and Children Tell the Truth,Drew Hayden Taylor,24.19,4,0, Poezija/Drama/Ese
When One Has Lived a Long Time Alone,Galway Kinnell,7.99,4,0, Poezija/Drama/Ese
Girl Next Door,Daniel Farrands,34.39,4,0, Poezija/Drama/Ese
"Faust, Part One",Johann Wolfgang vo...,5.19,4,0, Poezija/Drama/Ese
The Complete Poems of Percy Bysshe Shelley,Percy Bysshe Shelley,22.89,4,0, Poezija/Drama/Ese
Confessions of an English Opium-Eater and Other Writings,Thomas De Quincey,12.59,0,0, Poezija/Drama/Ese
Confessions of an English Opium-Eater and Other Writings,Thomas De Quincey,12.59,0,0, Poezija/Drama/Ese
Vermeer in Bosnia,Lawrence Weschler,9.39,4,0, Poezija/Drama/Ese
The Sea Gull,Anton Chekhov,4.59,4,0, Poezija/Drama/Ese
"Gill, G: Nature's Verse",Gurpavan Kaur Gill,5.19,0,0, Poezija/Drama/Ese
Diaries of Exile,Yannis Ritsos,22.19,4,0, Poezija/Drama/Ese
"Lange, T: Lady Patriot",Ted Lange,5.19,5,0, Poezija/Drama/Ese
"Truss, G: Poems of the Lord",GERALD M. TRUSS,5.19,0,0, Poezija/Drama/Ese
"Vanderhoofven, R: Human Race",R. Vanderhoofven,5.19,0,0, Poezija/Drama/Ese
The Peter Shue Story/ The Life of the Party!,"Peter Shue, Terenc...",18.99,0,0, Poezija/Drama/Ese
Chitra: A Play in One Act,Rabindranath Tagore,2.59,4,0, Poezija/Drama/Ese
The Poetry of William Blake,William Blake,3.89,4,0, Poezija/Drama/Ese
The Post Office,Rabindranath Tagore,2.59,4,0, Poezija/Drama/Ese
Ovid's Heroines,Nezinomas autorius,14.39,4,0, Poezija/Drama/Ese
Rose,Li-Young Lee,14.39,4,0, Poezija/Drama/Ese
Red Suitcase,Naomi Shihab Nye,14.39,4,0, Poezija/Drama/Ese
"Belles Soeurs, Les",Michel Tremblay,24.19,4,0, Poezija/Drama/Ese
Hard Times Require Furious Dancing,Alice Walker,18.29,4,0, Poezija/Drama/Ese
The City in Which I Love You,Li-Young Lee,14.39,4,0, Poezija/Drama/Ese
The Orchard,Brigit Pegeen Kelly,14.39,4,0, Poezija/Drama/Ese
The America Play and Other Works,Suzan-Lori Parks,28.09,4,0, Poezija/Drama/Ese
Incarnadine,Mary Szybist,16.99,4,0, Poezija/Drama/Ese
Poems 1959-2009,Frederick Seidel,24.19,4,0, Poezija/Drama/Ese
Songs of Innocence,William Blake,1.29,4,0, Poezija/Drama/Ese
The Songs of Bilitis,Pierre Louÿs,3.89,4,0, Poezija/Drama/Ese
The Winter's Tale,William Shakespeare,1.29,4,0, Poezija/Drama/Ese
Selected Poems,George Gordon Byron,3.89,4,0, Poezija/Drama/Ese
All's Well That Ends Well,William Shakespeare,3.89,4,0, Poezija/Drama/Ese
The Inspector General,Nikolai Gogol,5.29,4,0, Poezija/Drama/Ese
Lady Windermere's Fan,Oscar Wilde,0.59,4,0, Poezija/Drama/Ese
The Emperor Jones,Eugene O'Neill,4.59,3,0, Poezija/Drama/Ese
Early Poems,Edna St. Vincent M...,4.59,4,0, Poezija/Drama/Ese
Uncle Vanya,Anton Chekhov,1.29,4,0, Poezija/Drama/Ese
The Defendant,G. K. Chesterton,11.09,4,0, Poezija/Drama/Ese
The Ballad of the White Horse,G. K. Chesterton,11.09,4,0, Poezija/Drama/Ese
Reading Myself and Others,Philip Roth,13.19,4,0, Poezija/Drama/Ese
This Is Running for Your Life,Michelle Orange,14.39,4,0, Poezija/Drama/Ese
Happy Days,Samuel Beckett,22.89,4,0, Poezija/Drama/Ese
Poems,Hermann Hesse,16.99,4,0, Poezija/Drama/Ese
No Man's Land,Harold Pinter,21.59,4,0, Poezija/Drama/Ese
Betrayal,Harold Pinter,21.59,4,0, Poezija/Drama/Ese
Planet X - God's Endgame,David Meade,5.29,4,0, Poezija/Drama/Ese
Stationed For Good ... In Moscow,Vladimir JD McMillin,14.39,4,0, Poezija/Drama/Ese
Memory for Forgetfulness,Mahmoud Darwish,36.49,4,0, Poezija/Drama/Ese
A Midsummer Night's Dream,William Shakespeare,8.69,4,0, Poezija/Drama/Ese
The Selected Poetry Of Yehuda Amichai,Yehuda Amichai,30.89,4,0, Poezija/Drama/Ese
Selected Poems of Ezra Pound,Ezra Pound,20.29,4,0, Poezija/Drama/Ese
Richard II,William Shakespeare,10.09,4,0, Poezija/Drama/Ese
Rimbaud Complete,Arthur Rimbaud,24.89,4,0, Poezija/Drama/Ese
"Come Back, Little Sheba",William Inge,7.99,4,0, Poezija/Drama/Ese
Hamlet,William Shakespeare,7.99,4,0, Poezija/Drama/Ese
Othello,William Shakespeare,7.99,4,0, Poezija/Drama/Ese
The Tempest,William Shakespeare,7.99,4,0, Poezija/Drama/Ese
My Mother's Body,Marge Piercy,13.39,4,0, Poezija/Drama/Ese
The Big Smoke,Adrian Matejka,22.19,4,0, Poezija/Drama/Ese
King Lear,William Shakespeare,10.09,4,0, Poezija/Drama/Ese
Macbeth,William Shakespeare,7.99,4,0, Poezija/Drama/Ese
A Season in Hell & Illuminations,Arthur Rimbaud,12.09,4,0, Poezija/Drama/Ese
What Are Big Girls Made Of?,Marge Piercy,25.49,4,0, Poezija/Drama/Ese
Circles on the Water,Marge Piercy,30.89,4,0, Poezija/Drama/Ese
Living with Shakespeare,Susannah Carson,14.79,4,0, Poezija/Drama/Ese
Paradise,Dantė,16.79,4,0, Poezija/Drama/Ese
Henry VI,William Shakespeare,10.09,4,0, Poezija/Drama/Ese
Portraits and Observations,Truman Capote,12.79,4,0, Poezija/Drama/Ese
Hugging the Shore,John Updike,22.19,4,0, Poezija/Drama/Ese
Sonnets from the Portuguese,Elizabeth Barrett...,10.09,4,0, Poezija/Drama/Ese
The Aeneid,Virgil,7.99,4,0, Poezija/Drama/Ese
Richard III,William Shakespeare,11.39,4,0, Poezija/Drama/Ese
Loose Woman,Sandra Cisneros,16.79,4,0, Poezija/Drama/Ese
"Stay, Illusion",Lucie Brock-Broido,20.19,4,0, Poezija/Drama/Ese
Oh Pray My Wings Are Gonna Fit Me Well,Maya Angelou,25.49,4,0, Poezija/Drama/Ese
Picnic Plus 3: 4 Plays,William Inge,14.79,4,0, Poezija/Drama/Ese
The Great Fires,Jack Gilbert,15.39,4,0, Poezija/Drama/Ese
Diving into the Wreck: Poems 1971-1972,Adrienne Rich,20.89,4,0, Poezija/Drama/Ese
Headwaters: Poems,Ellen Bryant Voigt,20.29,4,0, Poezija/Drama/Ese
Miguel Hernandez,Miguel Hernandez,21.49,4,0, Poezija/Drama/Ese
"For All of Us, One Today",Richard Blanco,22.19,4,0, Poezija/Drama/Ese
The Dream of a Common Language: Poems 1974-1977,Adrienne Rich,20.89,4,0, Poezija/Drama/Ese
The Amen Corner,James Baldwin,20.19,4,0, Poezija/Drama/Ese
The Art of Love,Ovid,14.79,4,0, Poezija/Drama/Ese
Blues for Mister Charlie,James Baldwin,16.09,4,0, Poezija/Drama/Ese
Collected Poems,Robert Hayden,26.09,4,0, Poezija/Drama/Ese
The Country of Marriage,Wendell Berry,17.49,4,0, Poezija/Drama/Ese
My 1980s and Other Essays,Wayne Koestenbaum,14.39,4,0, Poezija/Drama/Ese
One Big Self,C. D. Wright,18.29,4,0, Poezija/Drama/Ese
The Complete Poetry of John Milton,John Milton,12.09,4,0, Poezija/Drama/Ese
Letters to Yesenin,Jim Harrison,16.99,4,0, Poezija/Drama/Ese
Antony and Cleopatra,William Shakespeare,10.09,4,0, Poezija/Drama/Ese
"Unfortunately, It Was Paradise",Mahmoud Darwish,34.89,4,0, Poezija/Drama/Ese
Under Milk Wood,Dylan Thomas,24.19,4,0, Poezija/Drama/Ese
Singing School: Learning to Write (and Read) Poetry by Studying with the Masters,Robert Pinsky,22.89,4,0, Poezija/Drama/Ese
Turn Me Loose,Frank X Walker,34.89,5,0, Poezija/Drama/Ese
The Lives and Times of Archy and Mehitabel,Don Marquis,25.49,4,0, Poezija/Drama/Ese
Love Poems & Sonnets of William Shakespeare,William Shakespeare,7.99,4,0, Poezija/Drama/Ese
The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke,25.49,4,0, Poezija/Drama/Ese
Aimless Love,Billy Collins,12.09,4,0, Poezija/Drama/Ese
Autobiography of Red,Anne Carson,20.19,4,0, Poezija/Drama/Ese
Moon Woke Me Up Nine Times,Matsuo Basho,7.99,4,0, Poezija/Drama/Ese
The Dance Most of All,Jack Gilbert,7.99,4,0, Poezija/Drama/Ese
Moon Is Always Female,Marge Piercy,7.99,4,0, Poezija/Drama/Ese
Haiku in English: The First Hundred Years,Nezinomas autorius,24.19,4,0, Poezija/Drama/Ese
"New and Selected Poems, Volume One",Mary Oliver,25.49,5,0, Poezija/Drama/Ese
The Divine Comedy,Dante Alighieri,26.79,4,0, Poezija/Drama/Ese
Du Fu,Fu Du,11.39,4,0, Poezija/Drama/Ese
How to Teach Your Children Shakespeare,Ken Ludwig,18.79,4,0, Poezija/Drama/Ese
Tom at the Farm,Michel Marc Bouchard,22.89,4,0, Poezija/Drama/Ese
Monolithos,Jack Gilbert,7.99,4,0, Poezija/Drama/Ese
Othello,William Shakespeare,18.59,4,0, Poezija/Drama/Ese
Troilus and Cressida,William Shakespeare,18.59,3,0, Poezija/Drama/Ese
Merchant of Venice,William Shakespeare,18.59,4,0, Poezija/Drama/Ese
Blood Dazzler,Patricia Smith,21.59,4,0, Poezija/Drama/Ese
"Hamlet, Prince of Denmark",William Shakespeare,18.59,4,0, Poezija/Drama/Ese
Finding a Form,William H. Gass,24.89,4,0, Poezija/Drama/Ese
Just Give Me a Cool Drink of Water 'fore I Diiie,Maya Angelou,7.99,4,0, Poezija/Drama/Ese
"Shaker, Why Don't You Sing?",Maya Angelou,25.49,4,0, Poezija/Drama/Ese
Kipling: Poems,Rudyard Kipling,9.39,4,0, Poezija/Drama/Ese
Directed by Desire,June Jordan,22.89,5,0, Poezija/Drama/Ese
Deepstep Come Shining,C. D. Wright,18.29,4,0, Poezija/Drama/Ese
Songs of Unreason,Jim Harrison,21.59,4,0, Poezija/Drama/Ese
Fall Higher,Dean Young,21.59,4,0, Poezija/Drama/Ese
Mean Free Path,Ben Lerner,18.29,4,0, Poezija/Drama/Ese
Venus,Suzan-Lori Parks,22.89,4,0, Poezija/Drama/Ese
1000 Poems from the Manyoshu,Anonymous,27.39,4,0, Poezija/Drama/Ese
The Pajamaist,Matthew Zapruder,18.29,4,0, Poezija/Drama/Ese
Flies,Michael Dickman,21.59,4,0, Poezija/Drama/Ese
Cooling Time,C. D. Wright,18.29,4,0, Poezija/Drama/Ese
Come on All You Ghosts,Matthew Zapruder,17.59,4,0, Poezija/Drama/Ese
